word,sourceTypes,targetIds,targetLabels,canonicalTargetFlights,practiceBands,practiceFlights,accessibilityBands,vocabLevels,transparency,segmentation,protection,actualFixedOrAuthoredDestinations,dynamicEligibleDestinations,blockedDestinations,sourceOnlyButRuntimeFiltered,recommendedActivityUse,reviewCaution
interject,instructional-session-planner.js | master-word-inventory | teacher-word-extension,ject,ject,C,6-8,C,6-8,academic,medium,inter- + ject,,,Flight C Teacher-Led Break It Apart · Optional Practice Set || Flight C Teacher-Led Break It Apart · Retrieve || Flight C Teacher-Led Break It Apart · Word Part · Part A || Flight C Teacher-Led Build Words · Optional Practice Set || Flight C Teacher-Led Build Words · Retrieve || Flight C Teacher-Led Build Words · Word Part · Part A || Flight C Teacher-Led Figure It Out · Optional Practice Set || Flight C Teacher-Led Figure It Out · Retrieve || Flight C Teacher-Led Figure It Out · Word Part · Part A || Flight C Teacher-Led Find · Optional Practice Set || Flight C Teacher-Led Find · Retrieve || Flight C Teacher-Led Find · Word Part · Part A || Flight C Teacher-Led Learn · Optional Practice Set || Flight C Teacher-Led Learn · Retrieve || Flight C Teacher-Led Learn · Word Part · Part A || Flight C Teacher-Led Meaning · Optional Practice Set || Flight C Teacher-Led Meaning · Retrieve || Flight C Teacher-Led Meaning · Word Part · Part A || Flight C Teacher-Led Use It · Optional Practice Set || Flight C Teacher-Led Use It · Retrieve || Flight C Teacher-Led Use It · Word Part · Part A || Flight C Teacher-Led Word Hunt · Optional Practice Set || Flight C Teacher-Led Word Hunt · Retrieve || Flight C Teacher-Led Word Hunt · Word Part · Part A || Flight C Teacher-Led Word Part · Optional Practice Set || Flight C Teacher-Led Word Part · Retrieve || Flight C Teacher-Led Word Part · Word Part · Part A,,,,"For ject instruction, inter- = between/among may be supplied after the student's first attempt. Do not require independent knowledge of inter- and do not treat the supplied prefix meaning as evidence that ject was known."
intermix,instructional-check-transfer.js | instructional-protection-registry.js,inter,inter-,B,,,,,,,check-transfer,Check Transfer · Flight B,,Ordinary Break It Apart || Ordinary Build Words || Ordinary Change It || Ordinary Figure It Out || Ordinary Find || Ordinary Learn || Ordinary Meaning || Ordinary Use It || Ordinary Word Hunt || Ordinary Word Part,,,
international,instructional-session-planner.js | master-word-inventory | script.js | use-it.js | word-inventory.js + instructional-word-selector.js,al | inter,-al | inter-,B,6-8,C,4-5,academic,medium,inter- + nation + -al,,Flight B Digital Learn || Flight C Digital Break It Apart || Flight C Digital Build Words || Flight C Digital Figure It Out || Flight C Digital Use It,Flight B Teacher-Led Break It Apart · Optional Practice Set || Flight B Teacher-Led Break It Apart · Retrieve || Flight B Teacher-Led Break It Apart · Word Part · Part A || Flight B Teacher-Led Break It Apart · Word Part · Part B || Flight B Teacher-Led Build Words · Optional Practice Set || Flight B Teacher-Led Build Words · Retrieve || Flight B Teacher-Led Build Words · Word Part · Part A || Flight B Teacher-Led Build Words · Word Part · Part B || Flight B Teacher-Led Figure It Out · Optional Practice Set || Flight B Teacher-Led Figure It Out · Retrieve || Flight B Teacher-Led Figure It Out · Word Part · Part A || Flight B Teacher-Led Figure It Out · Word Part · Part B || Flight B Teacher-Led Find · Optional Practice Set || Flight B Teacher-Led Find · Retrieve || Flight B Teacher-Led Find · Word Part · Part A || Flight B Teacher-Led Find · Word Part · Part B || Flight B Teacher-Led Learn · Optional Practice Set || Flight B Teacher-Led Learn · Retrieve || Flight B Teacher-Led Learn · Word Part · Part A || Flight B Teacher-Led Learn · Word Part · Part B || Flight B Teacher-Led Meaning · Optional Practice Set || Flight B Teacher-Led Meaning · Retrieve || Flight B Teacher-Led Meaning · Word Part · Part A || Flight B Teacher-Led Meaning · Word Part · Part B || Flight B Teacher-Led Use It · Optional Practice Set || Flight B Teacher-Led Use It · Retrieve || Flight B Teacher-Led Use It · Word Part · Part A || Flight B Teacher-Led Use It · Word Part · Part B || Flight B Teacher-Led Word Hunt · Optional Practice Set || Flight B Teacher-Led Word Hunt · Retrieve || Flight B Teacher-Led Word Hunt · Word Part · Part A || Flight B Teacher-Led Word Part · Optional Practice Set || Flight B Teacher-Led Word Part · Retrieve || Flight B Teacher-Led Word Part · Word Part · Part A || Flight B Teacher-Led Word Part · Word Part · Part B,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
interrupt,flight-b-assessment.js | instructional-protection-registry.js | master-word-inventory | script.js | use-it.js,inter | rupt,inter- | rupt,B,4-5,B,4-5,academic,high,inter- + rupt ; inter + rupt,formal-pre-post,Pretest B,,Flight B Digital Build Words || Flight B Digital Learn || Flight B Digital Use It || Ordinary Break It Apart || Ordinary Build Words || Ordinary Change It || Ordinary Figure It Out || Ordinary Find || Ordinary Learn || Ordinary Meaning || Ordinary Use It || Ordinary Word Hunt || Ordinary Word Part,Flight B Digital Build Words || Flight B Digital Learn || Flight B Digital Use It,Full practice; Build only when all displayed pieces are explicitly taught,
interruption,flight-b-assessment.js | instructional-protection-registry.js | master-word-inventory,inter | ion | rupt,"inter- | -ion, -tion, -sion | rupt",A | B,4-5,B,4-5,academic,medium,inter- + rupt + -ion,formal-pre-post,Pretest B,,Ordinary Break It Apart || Ordinary Build Words || Ordinary Change It || Ordinary Figure It Out || Ordinary Find || Ordinary Learn || Ordinary Meaning || Ordinary Use It || Ordinary Word Hunt || Ordinary Word Part,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
interstate,instructional-session-planner.js | master-word-inventory | script.js,inter,inter-,B,4-5,B,4-5,academic,medium,,,Flight B Digital Learn,Flight B Teacher-Led Find · Optional Practice Set || Flight B Teacher-Led Find · Retrieve || Flight B Teacher-Led Find · Word Part · Part A || Flight B Teacher-Led Meaning · Optional Practice Set || Flight B Teacher-Led Meaning · Retrieve || Flight B Teacher-Led Meaning · Word Part · Part A || Flight B Teacher-Led Word Hunt · Optional Practice Set || Flight B Teacher-Led Word Hunt · Retrieve || Flight B Teacher-Led Word Hunt · Word Part · Part A || Flight B Teacher-Led Word Part · Optional Practice Set || Flight B Teacher-Led Word Part · Retrieve || Flight B Teacher-Led Word Part · Word Part · Part A,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
intervene,instructional-protection-registry.js | master-word-inventory | script.js | transfer-challenge-data.js,inter | ven,inter- | ven/vent,B | C,6-8,C,6-8,academic,medium,,migration-challenge,Migration Challenge · Flight C · Transfer Form B,,Flight C Digital Learn || Ordinary Break It Apart || Ordinary Build Words || Ordinary Change It || Ordinary Figure It Out || Ordinary Find || Ordinary Learn || Ordinary Meaning || Ordinary Use It || Ordinary Word Hunt || Ordinary Word Part,Flight C Digital Learn,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
intervention,instructional-session-planner.js | master-word-inventory,inter | ion | ven,"inter- | -ion, -tion, -sion | ven/vent",A | B | C,6-8,C,6-8,academic,medium,inter- + vent + -ion,,,Flight A Teacher-Led Build Words · Optional Practice Set || Flight A Teacher-Led Build Words · Retrieve || Flight A Teacher-Led Build Words · Word Part · Part A || Flight A Teacher-Led Figure It Out · Optional Practice Set || Flight A Teacher-Led Figure It Out · Retrieve || Flight A Teacher-Led Figure It Out · Word Part · Part A || Flight A Teacher-Led Find · Optional Practice Set || Flight A Teacher-Led Find · Retrieve || Flight A Teacher-Led Find · Word Part · Part A || Flight A Teacher-Led Learn · Optional Practice Set || Flight A Teacher-Led Learn · Retrieve || Flight A Teacher-Led Learn · Word Part · Part A || Flight A Teacher-Led Meaning · Optional Practice Set || Flight A Teacher-Led Meaning · Retrieve || Flight A Teacher-Led Meaning · Word Part · Part A || Flight A Teacher-Led Use It · Optional Practice Set || Flight A Teacher-Led Use It · Retrieve || Flight A Teacher-Led Use It · Word Part · Part A || Flight A Teacher-Led Word Hunt · Optional Practice Set || Flight A Teacher-Led Word Hunt · Retrieve || Flight A Teacher-Led Word Hunt · Word Part · Part A || Flight A Teacher-Led Word Part · Optional Practice Set || Flight A Teacher-Led Word Part · Retrieve || Flight A Teacher-Led Word Part · Word Part · Part A || Flight B Teacher-Led Build Words · Optional Practice Set || Flight B Teacher-Led Build Words · Retrieve || Flight B Teacher-Led Build Words · Word Part · Part A || Flight B Teacher-Led Figure It Out · Optional Practice Set || Flight B Teacher-Led Figure It Out · Retrieve || Flight B Teacher-Led Figure It Out · Word Part · Part A || Flight B Teacher-Led Find · Optional Practice Set || Flight B Teacher-Led Find · Retrieve || Flight B Teacher-Led Find · Word Part · Part A || Flight B Teacher-Led Learn · Optional Practice Set || Flight B Teacher-Led Learn · Retrieve || Flight B Teacher-Led Learn · Word Part · Part A || Flight B Teacher-Led Meaning · Optional Practice Set || Flight B Teacher-Led Meaning · Retrieve || Flight B Teacher-Led Meaning · Word Part · Part A || Flight B Teacher-Led Use It · Optional Practice Set || Flight B Teacher-Led Use It · Retrieve || Flight B Teacher-Led Use It · Word Part · Part A || Flight B Teacher-Led Word Hunt · Optional Practice Set || Flight B Teacher-Led Word Hunt · Retrieve || Flight B Teacher-Led Word Hunt · Word Part · Part A || Flight B Teacher-Led Word Part · Optional Practice Set || Flight B Teacher-Led Word Part · Retrieve || Flight B Teacher-Led Word Part · Word Part · Part A || Flight C Teacher-Led Build Words · Optional Practice Set || Flight C Teacher-Led Build Words · Retrieve || Flight C Teacher-Led Build Words · Word Part · Part A || Flight C Teacher-Led Build Words · Word Part · Part B || Flight C Teacher-Led Figure It Out · Optional Practice Set || Flight C Teacher-Led Figure It Out · Retrieve || Flight C Teacher-Led Figure It Out · Word Part · Part A || Flight C Teacher-Led Find · Optional Practice Set || Flight C Teacher-Led Find · Retrieve || Flight C Teacher-Led Find · Word Part · Part A || Flight C Teacher-Led Learn · Optional Practice Set || Flight C Teacher-Led Learn · Retrieve || Flight C Teacher-Led Learn · Word Part · Part A || Flight C Teacher-Led Meaning · Optional Practice Set || Flight C Teacher-Led Meaning · Retrieve || Flight C Teacher-Led Meaning · Word Part · Part A || Flight C Teacher-Led Use It · Optional Practice Set || Flight C Teacher-Led Use It · Retrieve || Flight C Teacher-Led Use It · Word Part · Part A || Flight C Teacher-Led Word Hunt · Optional Practice Set || Flight C Teacher-Led Word Hunt · Retrieve || Flight C Teacher-Led Word Hunt · Word Part · Part A || Flight C Teacher-Led Word Part · Optional Practice Set || Flight C Teacher-Led Word Part · Retrieve || Flight C Teacher-Led Word Part · Word Part · Part A,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
introduce,instructional-session-planner.js | master-word-inventory | script.js | teacher-word-extension,duct,duct/duce,C,6-8,C,2-3 | 6-8,familiar,medium,intro- + duce,,Flight C Digital Learn,Flight C Teacher-Led Figure It Out · Optional Practice Set || Flight C Teacher-Led Figure It Out · Retrieve || Flight C Teacher-Led Figure It Out · Word Part · Part A || Flight C Teacher-Led Figure It Out · Word Part · Part B || Flight C Teacher-Led Find · Optional Practice Set || Flight C Teacher-Led Find · Retrieve || Flight C Teacher-Led Find · Word Part · Part A || Flight C Teacher-Led Find · Word Part · Part B || Flight C Teacher-Led Learn · Optional Practice Set || Flight C Teacher-Led Learn · Retrieve || Flight C Teacher-Led Learn · Word Part · Part A || Flight C Teacher-Led Learn · Word Part · Part B || Flight C Teacher-Led Meaning · Optional Practice Set || Flight C Teacher-Led Meaning · Retrieve || Flight C Teacher-Led Meaning · Word Part · Part A || Flight C Teacher-Led Meaning · Word Part · Part B || Flight C Teacher-Led Use It · Optional Practice Set || Flight C Teacher-Led Use It · Retrieve || Flight C Teacher-Led Use It · Word Part · Part A || Flight C Teacher-Led Use It · Word Part · Part B || Flight C Teacher-Led Word Hunt · Optional Practice Set || Flight C Teacher-Led Word Hunt · Retrieve || Flight C Teacher-Led Word Hunt · Word Part · Part A || Flight C Teacher-Led Word Part · Optional Practice Set || Flight C Teacher-Led Word Part · Retrieve || Flight C Teacher-Led Word Part · Word Part · Part A || Flight C Teacher-Led Word Part · Word Part · Part B,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,"Clean compositional item for duct/duce = lead. For Break It Apart, analyze intro- + duce; if intro- is unfamiliar, supply intro- = inward/to the inside while keeping duct/duce reasoning as the student's job."
invert,instructional-session-planner.js | master-word-inventory | script.js,vert,vert,C,6-8,C,6-8,academic,medium,,,Flight C Digital Learn,Flight C Teacher-Led Find · Optional Practice Set || Flight C Teacher-Led Find · Retrieve || Flight C Teacher-Led Find · Word Part · Part A || Flight C Teacher-Led Meaning · Optional Practice Set || Flight C Teacher-Led Meaning · Retrieve || Flight C Teacher-Led Meaning · Word Part · Part A || Flight C Teacher-Led Word Hunt · Optional Practice Set || Flight C Teacher-Led Word Hunt · Retrieve || Flight C Teacher-Led Word Hunt · Word Part · Part A || Flight C Teacher-Led Word Part · Optional Practice Set || Flight C Teacher-Led Word Part · Retrieve || Flight C Teacher-Led Word Part · Word Part · Part A,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
invisible,instructional-session-planner.js | master-word-inventory | script.js,able-ible | negative-in-family | vis,"-able, -ible | in-, im-, il-, ir- | vis/vid",A | B,4-5,B,4-5,academic,medium,in- + vis + -ible,,Flight B Digital Find,Flight A Teacher-Led Build Words · Optional Practice Set || Flight A Teacher-Led Build Words · Retrieve || Flight A Teacher-Led Build Words · Word Part · Part A || Flight A Teacher-Led Figure It Out · Optional Practice Set || Flight A Teacher-Led Figure It Out · Retrieve || Flight A Teacher-Led Figure It Out · Word Part · Part A || Flight A Teacher-Led Find · Optional Practice Set || Flight A Teacher-Led Find · Retrieve || Flight A Teacher-Led Find · Word Part · Part A || Flight A Teacher-Led Learn · Optional Practice Set || Flight A Teacher-Led Learn · Retrieve || Flight A Teacher-Led Learn · Word Part · Part A || Flight A Teacher-Led Meaning · Optional Practice Set || Flight A Teacher-Led Meaning · Retrieve || Flight A Teacher-Led Meaning · Word Part · Part A || Flight A Teacher-Led Use It · Optional Practice Set || Flight A Teacher-Led Use It · Retrieve || Flight A Teacher-Led Use It · Word Part · Part A || Flight A Teacher-Led Word Hunt · Optional Practice Set || Flight A Teacher-Led Word Hunt · Retrieve || Flight A Teacher-Led Word Hunt · Word Part · Part A || Flight A Teacher-Led Word Part · Optional Practice Set || Flight A Teacher-Led Word Part · Retrieve || Flight A Teacher-Led Word Part · Word Part · Part A || Flight B Teacher-Led Build Words · Optional Practice Set || Flight B Teacher-Led Build Words · Retrieve || Flight B Teacher-Led Build Words · Word Part · Part A || Flight B Teacher-Led Build Words · Word Part · Part B || Flight B Teacher-Led Figure It Out · Optional Practice Set || Flight B Teacher-Led Figure It Out · Retrieve || Flight B Teacher-Led Figure It Out · Word Part · Part A || Flight B Teacher-Led Find · Optional Practice Set || Flight B Teacher-Led Find · Retrieve || Flight B Teacher-Led Find · Word Part · Part A || Flight B Teacher-Led Learn · Optional Practice Set || Flight B Teacher-Led Learn · Retrieve || Flight B Teacher-Led Learn · Word Part · Part A || Flight B Teacher-Led Meaning · Optional Practice Set || Flight B Teacher-Led Meaning · Retrieve || Flight B Teacher-Led Meaning · Word Part · Part A || Flight B Teacher-Led Use It · Optional Practice Set || Flight B Teacher-Led Use It · Retrieve || Flight B Teacher-Led Use It · Word Part · Part A || Flight B Teacher-Led Word Hunt · Optional Practice Set || Flight B Teacher-Led Word Hunt · Retrieve || Flight B Teacher-Led Word Hunt · Word Part · Part A || Flight B Teacher-Led Word Part · Optional Practice Set || Flight B Teacher-Led Word Part · Retrieve || Flight B Teacher-Led Word Part · Word Part · Part A,,,Learn / Find / Meaning; Figure It Out with scaffolding; Build only if segmentation is clean,
